0,1.051161,0.766947
1,0.988811,0.715558
2,0.930533,0.672422
3,0.87617,0.629921
4,0.825443,0.590479
5,0.777931,0.558259
6,0.733412,0.527992
7,0.691922,0.498183
8,0.653115,0.474051
9,0.616831,0.447788
10,0.582769,0.424829
11,0.550977,0.406574
12,0.520963,0.386887
13,0.492743,0.369269
14,0.466437,0.354139
15,0.441767,0.340471
16,0.418578,0.327251
17,0.396862,0.315405
18,0.376398,0.304877
19,0.357251,0.295481
20,0.339257,0.287422
21,0.322346,0.279988
22,0.306563,0.272254
23,0.291732,0.26661
24,0.277711,0.261306
25,0.264538,0.256497
26,0.252151,0.252505
27,0.240597,0.248721
28,0.229606,0.244121
29,0.219152,0.241471
30,0.209677,0.238755
31,0.200601,0.236414
32,0.192093,0.234188
33,0.184002,0.231402
34,0.176102,0.229765
35,0.168872,0.227358
36,0.162005,0.22574
37,0.155479,0.223529
38,0.14929,0.221451
39,0.143401,0.220472
40,0.137483,0.219528
41,0.131862,0.218671
42,0.126811,0.217663
43,0.121947,0.216943
44,0.117317,0.216246
45,0.112919,0.215521
46,0.10874,0.214855
47,0.104607,0.214134
48,0.100678,0.213465
49,0.096935,0.212867
50,0.093376,0.212313
51,0.090006,0.212123
52,0.086708,0.212197
53,0.083605,0.211705
54,0.080749,0.211292
55,0.077924,0.211082
56,0.075036,0.21094
57,0.072454,0.210507
58,0.069968,0.210706
59,0.067535,0.21053
60,0.065222,0.210406
61,0.063024,0.210252
62,0.060922,0.21055
63,0.058913,0.2104
64,0.056837,0.210297
65,0.054942,0.21036
66,0.053052,0.210276
67,0.051278,0.210342
68,0.049626,0.21038
69,0.047934,0.210312
70,0.046346,0.210459
71,0.044895,0.210446
72,0.043323,0.209975
73,0.041874,0.209964
74,0.040519,0.209758
75,0.039156,0.209729
76,0.037825,0.209407
77,0.036505,0.209515
78,0.035341,0.209616
79,0.034146,0.209486
80,0.032995,0.209311
81,0.031969,0.209397
82,0.030933,0.20932
83,0.029931,0.209284
84,0.029112,0.209136
85,0.028247,0.208967
86,0.02744,0.208826
87,0.026553,0.208683
88,0.025769,0.208937
89,0.025017,0.208923
90,0.024303,0.208932
91,0.02363,0.208878
92,0.022837,0.208708
93,0.022086,0.208532
94,0.021287,0.208583
95,0.020518,0.208513
96,0.019785,0.208443
97,0.019098,0.208454
98,0.018509,0.208366
99,0.017871,0.208304
100,0.01728,0.2083
101,0.016714,0.208216
102,0.016186,0.208253
103,0.015714,0.208246
104,0.015275,0.208219
105,0.01479,0.208193
106,0.01433,0.20815
107,0.013941,0.20815
108,0.013521,0.208128
109,0.013099,0.208087
110,0.012756,0.208147
111,0.012397,0.208102
112,0.012084,0.208165
113,0.01179,0.208228
114,0.011498,0.208231
115,0.011211,0.208272
116,0.010955,0.208352
117,0.010714,0.208399
118,0.010472,0.20845
119,0.010149,0.208405
120,0.009875,0.208396
121,0.009607,0.208394
122,0.009366,0.208381
123,0.009124,0.208373
124,0.00882,0.208356
125,0.008585,0.208361
126,0.008347,0.208349
127,0.008143,0.208312
128,0.007923,0.208362
129,0.007697,0.208332
130,0.007499,0.208378
131,0.007352,0.208343
132,0.007153,0.20832
133,0.006996,0.208354
134,0.006847,0.208407
135,0.006696,0.208408
136,0.006539,0.208397
137,0.006401,0.208383
138,0.006243,0.208372
139,0.006118,0.208363
140,0.006015,0.208366
141,0.005914,0.208366
142,0.005825,0.208392
143,0.005732,0.208416
144,0.005617,0.208418
145,0.005509,0.208393
146,0.005443,0.208393
147,0.005304,0.208351
148,0.005207,0.208372
149,0.005077,0.20835
150,0.005001,0.208364
151,0.004884,0.208335
152,0.00479,0.208352
153,0.004682,0.208329
154,0.004616,0.208343
155,0.004516,0.208318
156,0.004424,0.208315
157,0.004364,0.208332
158,0.004277,0.208329
159,0.004194,0.208301
