0,0.6539148113781109,
1,0.37737961309356605,
2,0.3928119679688312,
3,0.37061571265900456,
4,0.3493835992402872,
5,0.34180940602720045,
6,0.34186557410677215,
7,0.34506571826161975,
8,0.347398587314647,
9,0.3466407605888532,
10,0.3429537535813467,
11,0.33857271591828664,
12,0.3356678423932019,
13,0.3344683160530229,
14,0.3337488028669868,
15,0.33166373813943806,
16,0.3277940270201919,
17,0.32309839329625956,
18,0.31919504019454625,
19,0.316034499630014,
20,0.31296073370132044,
21,0.3085770052699648,
22,0.30247456774111775,
23,0.296003606009358,
24,0.2901644646873159,
25,0.2826667140546577,
26,0.2726528117838161,
27,0.26413156163708035,
28,0.25188999026805386,
29,0.24315672922459608,
30,0.22880411715376933,
31,0.22088449843626567,
32,0.20414647181902393,
33,0.19824115072213627,
34,0.181259317454751,
35,0.17551211017621357,
36,0.1626192433915052,
37,0.15973307325553207,
38,0.15012845848506948,
39,0.1492400116737876,
40,0.14604287687440443,
41,0.14780117059335293,
42,0.1479949781102582,
43,0.15054089812261706,
44,0.1515449701659162,
45,0.15018477511381131,
46,0.1495694023461887,
47,0.14629942873320076,
